sentiment,id,date,query,username,text,clean_text,vader_score,vader_label,tb_polarity,tb_subjectivity,tb_label
Positive,1989268276,Mon Jun 01 00:56:05 PDT 2009,NO_QUERY,daysparkle,"@citychains ohh, right. lol, i got it, it's pretty good. thanks anyway ","ohh, right. lol, i got it, its pretty good. thanks anyway",0.8957,Positive,0.4471428571428572,0.6071428571428572,Positive
Negative,1974640761,Sat May 30 13:32:50 PDT 2009,NO_QUERY,vphungg,History project with whit! Omg I'm sooo full ,history project with whit! omg im sooo full,0.0,Neutral,0.35,0.55,Positive
Positive,1957553704,Fri May 29 00:51:56 PDT 2009,NO_QUERY,Bill_Ironside,"@bungieboy They are spec'd up to 200Mb/s, but as the LAN Ports on my current router are only 10/100 I won't be seeing those speeds ","they are specd up to 200mbs, but as the lan ports on my current router are only 10100 i wont be seeing those speeds",0.0,Neutral,0.0,0.7,Neutral
Positive,2177349973,Mon Jun 15 05:57:00 PDT 2009,NO_QUERY,thefamousnomo,@Mummy_Fitz fadin... ahm gonnae huv tae stoap this ,fadin... ahm gonnae huv tae stoap this,0.0,Neutral,0.0,0.0,Neutral
Positive,1558646631,Sun Apr 19 09:00:04 PDT 2009,NO_QUERY,djhufnpuf,cooked some pancakes...now leaving to Tucson to go shopping for some nice job interview clothes...Ross's here i come! ,cooked some pancakes...now leaving to tucson to go shopping for some nice job interview clothes...rosss here i come!,0.4753,Positive,0.75,1.0,Positive
Positive,1960220680,Fri May 29 07:37:04 PDT 2009,NO_QUERY,emmettcullen07,@overhope sooo. ranzel and you are talking. ,sooo. ranzel and you are talking.,0.0,Neutral,0.0,0.0,Neutral
Positive,1695729536,Mon May 04 06:49:07 PDT 2009,NO_QUERY,TashaLouise94,is excited about Taylor Swift on wednesday!!! ,is excited about taylor swift on wednesday!!!,0.6219,Positive,0.732421875,0.75,Positive
Positive,1970091058,Sat May 30 02:25:03 PDT 2009,NO_QUERY,ralfaro,really missed my Bose headsets...makes a world of difference to stay up and pumped ,really missed my bose headsets...makes a world of difference to stay up and pumped,-0.3597,Negative,0.2,0.2,Positive
Positive,2014622960,Wed Jun 03 02:08:29 PDT 2009,NO_QUERY,Beccawx,"Gonna finish off watching,iamsam  seriously i think its such a good movie,it made me cry when i promised myself i wouldnt, :l jpoihdf","gonna finish off watching,iamsam seriously i think its such a good movie,it made me cry when i promised myself i wouldnt, l jpoihdf",0.1531,Positive,0.12222222222222222,0.5888888888888889,Positive
Negative,2059613522,Sat Jun 06 17:17:07 PDT 2009,NO_QUERY,SixtyMileSmile,Still no shoes for the dress i'm gonna wear next month for the wedding ,still no shoes for the dress im gonna wear next month for the wedding,-0.296,Negative,0.0,0.0,Neutral
Negative,1969058213,Fri May 29 22:55:14 PDT 2009,NO_QUERY,toniWEDNESDAY,@MzTaurusB I wish I was too! ,i wish i was too!,0.4574,Positive,0.0,0.0,Neutral
Negative,2220813439,Thu Jun 18 04:02:22 PDT 2009,NO_QUERY,unclewilco,Right now @unclewilco has 354 less followers than @shedworking http://www.whohasmorefollowers.com wish I did not know now ,right now has 354 less followers than wish i did not know now,0.3477,Positive,0.05952380952380952,0.3011904761904762,Positive
Negative,1882293143,Fri May 22 06:36:21 PDT 2009,NO_QUERY,DanaJenee,Too bad I had to come into the office ,too bad i had to come into the office,-0.5423,Negative,-0.6999999999999998,0.6666666666666666,Negative
Negative,2221531848,Thu Jun 18 05:33:26 PDT 2009,NO_QUERY,Ugly_Duck,I twisted my knee and can now barely walk on it. Not sure what happened but it hurts  #fb,i twisted my knee and can now barely walk on it. not sure what happened but it hurts fb,-0.6839,Negative,-0.2333333333333333,0.662962962962963,Negative
Positive,1754820137,Sun May 10 07:28:49 PDT 2009,NO_QUERY,raracandyfloss,"@sickchild72 chelsea vs arsenal , 10.25pm ","chelsea vs arsenal , 10.25pm",0.0,Neutral,0.0,0.0,Neutral
Negative,1686372347,Sun May 03 05:08:12 PDT 2009,NO_QUERY,scrapventure,Good morning. Moving a little slow this morning from my bike wreck yesterday. ,good morning. moving a little slow this morning from my bike wreck yesterday.,0.0,Neutral,0.0708333333333333,0.5,Positive
Negative,1770573547,Mon May 11 21:41:48 PDT 2009,NO_QUERY,neuroticsquid,"My dentist is awesome and my dad had a worse day than me, so I feel bad about whining about my teeth hurting. But they do. ","my dentist is awesome and my dad had a worse day than me, so i feel bad about whining about my teeth hurting. but they do.",-0.4921,Negative,-0.03333333333333329,0.7555555555555555,Neutral
Positive,2070952834,Sun Jun 07 18:34:50 PDT 2009,NO_QUERY,sharoooon,going to watch UP @ 8:30 ,going to watch up 830,0.0,Neutral,0.0,0.0,Neutral
Negative,1932275432,Tue May 26 21:09:08 PDT 2009,NO_QUERY,janaymonique,@ninoflipelican whateva nino...I dnt even want to hear it.. ,whateva nino...i dnt even want to hear it..,0.0772,Positive,0.0,0.0,Neutral
Negative,2193546039,Tue Jun 16 08:36:15 PDT 2009,NO_QUERY,OlaSirait,No.. The 'one' song is not gonna happen this night  http://myloc.me/42bB,no.. the one song is not gonna happen this night,0.0,Neutral,0.0,0.0,Neutral
Positive,1964969872,Fri May 29 15:06:39 PDT 2009,NO_QUERY,calgaryfitness,@RitchardFewell Aww too bad! Next year ,aww too bad! next year,-0.5848,Negative,-0.19166666666666657,0.5222222222222223,Negative
Positive,1822791398,Sat May 16 20:23:48 PDT 2009,NO_QUERY,xshirleyx,pretty bored right now. Just finished dying my hair back to black.  [Let's Make A Mess],pretty bored right now. just finished dying my hair back to black. lets make a mess,-0.1027,Negative,-0.0509920634920635,0.5240079365079365,Negative
Positive,1687561727,Sun May 03 09:01:18 PDT 2009,NO_QUERY,therebecca,"@cantanta yeah,  though the music was a little bit too loud.","yeah, though the music was a little bit too loud.",0.296,Positive,-0.04375,0.65,Neutral
Positive,1550936412,Sat Apr 18 07:41:01 PDT 2009,NO_QUERY,lollipop26,@sllpinkprincess i journey to st tropez every three days  haha,i journey to st tropez every three days haha,0.4588,Positive,0.2,0.3,Positive
Positive,2069195329,Sun Jun 07 15:26:08 PDT 2009,NO_QUERY,measured,"is Interested to see how targetted campaigning does appear to be effective, distorting expected trends. Luckily we were ignored. ","is interested to see how targetted campaigning does appear to be effective, distorting expected trends. luckily we were ignored.",0.6908,Positive,0.2708333333333333,0.6333333333333334,Positive
Positive,1981248761,Sun May 31 08:45:06 PDT 2009,NO_QUERY,D_JFlones,@Dannymcfly @tommcfly @dougiemcfly @mcflyharry it was my birthday friday and i got yoour dvd  ... AMAZING !,it was my birthday friday and i got yoour dvd ... amazing !,0.6239,Positive,0.7500000000000001,0.9,Positive
Positive,1694859474,Mon May 04 04:23:39 PDT 2009,NO_QUERY,tuftedpuffin,"@sammoran Sam, may I ask an odd question?  What might your fave animal be? ","sam, may i ask an odd question? what might your fave animal be?",0.2406,Positive,-0.16666666666666666,0.25,Negative
Negative,2265970840,Sun Jun 21 07:39:43 PDT 2009,NO_QUERY,HAVENP,Missing daddy today   But will see him tonight....Happy Father's Day Dad!!,missing daddy today but will see him tonight....happy fathers day dad!!,-0.2924,Negative,-0.3125,0.05,Negative
Negative,2218952401,Wed Jun 17 23:29:03 PDT 2009,NO_QUERY,hellowhatarush,"@zomgwtfninja fail, that's during nats  ! Also aiyaa you're still not better?","fail, thats during nats ! also aiyaa youre still not better?",-0.735,Negative,-0.4375,0.4,Negative
Positive,1825825248,Sun May 17 06:57:11 PDT 2009,NO_QUERY,Nancy,@jugocacheiro can't believe it! ,cant believe it!,0.0,Neutral,0.0,0.0,Neutral
Negative,2014931821,Wed Jun 03 03:09:41 PDT 2009,NO_QUERY,TehStalker,stomach hurtsss!  i need food but i can't get any this late without waking Dad...i guess i'll just go doe in my sleep. night twitpops!,stomach hurtsss! i need food but i cant get any this late without waking dad...i guess ill just go doe in my sleep. night twitpops!,-0.6467,Negative,-0.4625,0.8,Negative
Negative,1970335439,Sat May 30 03:26:35 PDT 2009,NO_QUERY,SparklyPixie,my hot water is so hot that I've just burnt two fingers while washing makeup brushes ,my hot water is so hot that ive just burnt two fingers while washing makeup brushes,0.0,Neutral,0.25,0.8500000000000001,Positive
Negative,2224098590,Thu Jun 18 09:05:10 PDT 2009,NO_QUERY,mcnugget26,@amcnugget tomorrow with thee nephews&lt;33 i love you like a sister right now ;) jk betch cuz u are my sister ,tomorrow with thee nephewslt33 i love you like a sister right now jk betch cuz u are my sister,0.8225,Positive,0.39285714285714285,0.5678571428571428,Positive
Negative,2000710891,Mon Jun 01 22:45:53 PDT 2009,NO_QUERY,Charlied8908,This Movie is so Sad but really Good. It's: Hotel for Dogs! It's really a Sad Movie  It makes me Cry! I'm so Emotional. I love Bradley!,this movie is so sad but really good. its hotel for dogs! its really a sad movie it makes me cry! im so emotional. i love bradley!,0.3798,Positive,0.075,0.77,Positive
Negative,2184573700,Mon Jun 15 16:06:25 PDT 2009,NO_QUERY,haleyshandmades,went to a new vet w/ Mollie and they don't know the trouble with her either  but they gave her some new food to see if it helps,went to a new vet w mollie and they dont know the trouble with her either but they gave her some new food to see if it helps,0.6161,Positive,0.024242424242424232,0.3696969696969697,Neutral
Positive,1932512421,Tue May 26 21:37:09 PDT 2009,NO_QUERY,Patricia_Gelska,@Schwarzenegger I love ya....and voted for you. (FYI) ,i love ya....and voted for you. fyi,0.7184,Positive,0.5,0.6,Positive
Positive,1881994254,Fri May 22 06:00:55 PDT 2009,NO_QUERY,treasuremadonna,good morning! ,good morning!,0.4926,Positive,0.875,0.6000000000000001,Positive
Negative,2203908160,Wed Jun 17 00:50:08 PDT 2009,NO_QUERY,bufori,Midnight frisbee golf? Now I really DO wish I had bought those glow-in-the-dark discs when I had the chance.  #squarespace #trackle,midnight frisbee golf? now i really do wish i had bought those glowinthedark discs when i had the chance. squarespace trackle,0.6096,Positive,0.2,0.2,Positive
Positive,1559612415,Sun Apr 19 11:35:49 PDT 2009,NO_QUERY,__missb,@HoopinisPassion because it sucks... obviously! ,because it sucks... obviously!,0.0,Neutral,-0.15,0.4,Negative
Positive,1836134513,Mon May 18 07:26:18 PDT 2009,NO_QUERY,monashoj,Everyone follow Bella Cullen: @Bella_sCullen thanks ,everyone follow bella cullen thanks,0.4404,Positive,0.2,0.2,Positive
Negative,1992717991,Mon Jun 01 09:12:34 PDT 2009,NO_QUERY,LANjackal,@BlairDC Holy crap babe r u ok? ,holy crap babe r u ok?,-0.1027,Negative,-0.15000000000000002,0.65,Negative
Negative,1675792012,Fri May 01 20:20:24 PDT 2009,NO_QUERY,cdharrison,@augustagaliving I wish mine would go to sleep. ,i wish mine would go to sleep.,0.4019,Positive,0.0,0.0,Neutral
Positive,1966284747,Fri May 29 17:28:52 PDT 2009,NO_QUERY,potatoandrice,"@brainsteww haha no, they are all good things  i swear","haha no, they are all good things i swear",0.5423,Positive,0.44999999999999996,0.45000000000000007,Positive
Negative,2265071206,Sun Jun 21 05:42:51 PDT 2009,NO_QUERY,telepathetic,http://twitpic.com/801ij - View of the beach about an hour before we hit the road to come back to ohio ,view of the beach about an hour before we hit the road to come back to ohio,0.0,Neutral,0.0,0.0,Neutral
Negative,2218531876,Wed Jun 17 22:39:18 PDT 2009,NO_QUERY,mollieadeux,its funny how andy assumes he's not the first to call me. ily him though. i made him feel bad ,its funny how andy assumes hes not the first to call me. ily him though. i made him feel bad,0.5859,Positive,-0.06666666666666661,0.6666666666666666,Negative
Negative,1976391178,Sat May 30 17:13:31 PDT 2009,NO_QUERY,staaceeyy,"@aamelia hahahh aw i love you, can you pleaase tell me why you where in a bad moooddd or feerl bad?! ","hahahh aw i love you, can you pleaase tell me why you where in a bad moooddd or feerl bad?!",0.2481,Positive,-0.3583333333333332,0.6444444444444444,Negative
Positive,1980955492,Sun May 31 08:04:47 PDT 2009,NO_QUERY,hagendk,attending #javaone - looking forward to a week in SF dedicated to java ,attending javaone looking forward to a week in sf dedicated to java,0.4588,Positive,0.0,0.0,Neutral
Positive,2185554856,Mon Jun 15 17:33:24 PDT 2009,NO_QUERY,tonyguan,Porto's bakery for a late lunch ,portos bakery for a late lunch,0.0,Neutral,-0.3,0.6,Negative
Positive,2069251081,Sun Jun 07 15:32:08 PDT 2009,NO_QUERY,MyNameIsSkyler,I just got done with yard work.  Phew ,i just got done with yard work. phew,0.0,Neutral,0.0,0.0,Neutral
Positive,2044501377,Fri Jun 05 09:27:06 PDT 2009,NO_QUERY,Izzy_Cullen,@EdwardACullen_ I'm Good yeah thanks ,im good yeah thanks,0.7906,Positive,0.44999999999999996,0.4,Positive
Positive,1985017555,Sun May 31 16:15:45 PDT 2009,NO_QUERY,MyTreasureSpot,touche' Jack...         &quot;Veterans&quot; http://tinyurl.com/lz3m7d treasure spot detecting relic,touche jack... quotveteransquot treasure spot detecting relic,0.296,Positive,0.0,0.0,Neutral
Negative,1696082863,Mon May 04 07:34:28 PDT 2009,NO_QUERY,Amy__15,Revision Sucks ,revision sucks,-0.3612,Negative,-0.3,0.3,Negative
Negative,2194951916,Tue Jun 16 10:28:48 PDT 2009,NO_QUERY,OMGitsJessieLee,my throat is so swollen that my chin is disappearing. ugh this sucks. i can't even swollow without tons of pain. ,my throat is so swollen that my chin is disappearing. ugh this sucks. i cant even swollow without tons of pain.,-0.4539,Negative,-0.3,0.3,Negative
Positive,1978621128,Sat May 30 23:55:52 PDT 2009,NO_QUERY,sunlex,"@Rosenbergradio but youve got some other skills i can believe in, like eating late-nite taco bell &amp; wearing a wrestling belt to the club ","but youve got some other skills i can believe in, like eating latenite taco bell amp wearing a wrestling belt to the club",0.5023,Positive,-0.125,0.375,Negative
Negative,2202344415,Tue Jun 16 21:38:17 PDT 2009,NO_QUERY,modelmetris,@sadityNpretty i missed your party  ... When is the next one .. Im there,i missed your party ... when is the next one .. im there,0.128,Positive,0.0,0.0,Neutral
Negative,2226263245,Thu Jun 18 11:44:09 PDT 2009,NO_QUERY,yoli24,@donniewahlberg all 5* were sold out  but it has to happen! I am keeping my faith and putting my mind to work to find a solution!,all 5 were sold out but it has to happen! i am keeping my faith and putting my mind to work to find a solution!,0.8039,Positive,0.0,0.0,Neutral
Negative,2072505305,Sun Jun 07 21:09:24 PDT 2009,NO_QUERY,sydneesimone,"@indmix aww I miss u 2 nightmare, ill be home within the week, gotta be here 4 rehearsal ","aww i miss u 2 nightmare, ill be home within the week, gotta be here 4 rehearsal",-0.5267,Negative,-0.1,0.95,Negative
Negative,1998411168,Mon Jun 01 18:30:15 PDT 2009,NO_QUERY,Jenn_BunnY10,I'm not having a good day Tweeple... I need some cheering up!  Or somethin...,im not having a good day tweeple... i need some cheering up! or somethin...,0.2928,Positive,0.875,0.6000000000000001,Positive
Negative,1974141726,Sat May 30 12:31:30 PDT 2009,NO_QUERY,steb5589,Home doing nothing on a Saturday....I work tonight  got to make a living somehow while im getting my degree,home doing nothing on a saturday....i work tonight got to make a living somehow while im getting my degree,0.0,Neutral,0.0,0.0,Neutral
Negative,1755473916,Sun May 10 09:13:52 PDT 2009,NO_QUERY,coleb723,hate when he leaves...two weeks without him ,hate when he leaves...two weeks without him,-0.5719,Negative,-0.8,0.9,Negative
Negative,2175792659,Mon Jun 15 02:00:54 PDT 2009,NO_QUERY,sunshine2319,On my way home. Feel sick (please no)  learning...,on my way home. feel sick please no learning...,-0.4939,Negative,-0.7142857142857143,0.8571428571428571,Negative
Negative,1975181235,Sat May 30 14:37:03 PDT 2009,NO_QUERY,writelife,"Sorry about the NoirWeek reposts. Each time I thought I had the right rss feed, it turned out I didn't. ","sorry about the noirweek reposts. each time i thought i had the right rss feed, it turned out i didnt.",-0.0772,Negative,-0.10714285714285715,0.7678571428571428,Negative
Negative,2296108267,Tue Jun 23 08:46:36 PDT 2009,NO_QUERY,Frozen_Pixel,Holy crap is it hot in my car without AC  black interior ftl durring summer,holy crap is it hot in my car without ac black interior ftl durring summer,-0.3818,Negative,-0.2388888888888889,0.6944444444444445,Negative
Negative,1834060270,Mon May 18 01:28:38 PDT 2009,NO_QUERY,hellokitty4,fed up as a fed up person can be today!!!! ,fed up as a fed up person can be today!!!!,0.0,Neutral,0.0,0.0,Neutral
Positive,2056500190,Sat Jun 06 11:15:28 PDT 2009,NO_QUERY,NicoleHainey23,@Tracy_RPattz WTF!!! u being serious???? OMG!! EXCITED MUCHO  thts only a year and a half away happy days its ma fav 1 for obv reasons ;),wtf!!! u being serious???? omg!! excited mucho thts only a year and a half away happy days its ma fav 1 for obv reasons,0.814,Positive,-0.08151041666666665,0.7638888888888888,Negative
Negative,2071046602,Sun Jun 07 18:44:33 PDT 2009,NO_QUERY,timl,"Well that's a bike ride done, now for a run and a swim. Bloody typical that today's the day I come down with a cold ","well thats a bike ride done, now for a run and a swim. bloody typical that todays the day i come down with a cold",-0.2023,Negative,-0.4305555555555556,0.6722222222222223,Negative
Negative,2187375711,Mon Jun 15 20:11:25 PDT 2009,NO_QUERY,tallelfin,@LaurieInQueens  Crap.  Sorry man. Best I could think of.,crap. sorry man. best i could think of.,0.3182,Positive,-0.10000000000000002,0.7000000000000001,Negative
Negative,1972390043,Sat May 30 09:08:02 PDT 2009,NO_QUERY,charlottemarie2,I am truly gutted Warren is dead. Hollyoaks won't be the same ,i am truly gutted warren is dead. hollyoaks wont be the same,-0.34,Negative,-0.1,0.2625,Negative
Negative,2207730521,Wed Jun 17 08:18:34 PDT 2009,NO_QUERY,Kathryndiane,My computer system broke down and all my files are gone  Especially those precious pictures!! Damn. Gotta start from scratch.,my computer system broke down and all my files are gone especially those precious pictures!! damn. gotta start from scratch.,-0.2745,Negative,0.20856481481481481,0.762962962962963,Positive
Positive,1759815202,Sun May 10 20:01:35 PDT 2009,NO_QUERY,omfgitsKristine,Awake. Had a really good nap ,awake. had a really good nap,0.4927,Positive,0.7,0.6000000000000001,Positive
Negative,2198776122,Tue Jun 16 16:33:17 PDT 2009,NO_QUERY,AnditisLiz,Am I allowed to say when my heart hurts? ,am i allowed to say when my heart hurts?,-0.4767,Negative,0.0,0.0,Neutral
Negative,2190103900,Tue Jun 16 01:46:41 PDT 2009,NO_QUERY,phillip0125,OMG 1st night back and DRAMA as usual why can't some women just take a little &quot;bitch break&quot; from time to time. I miss my BFF  #fb,omg 1st night back and drama as usual why cant some women just take a little quotbitch breakquot from time to time. i miss my bff fb,0.5106,Positive,-0.14583333333333334,0.25,Negative
Negative,1985397009,Sun May 31 17:01:35 PDT 2009,NO_QUERY,nikkib_1984,Recorder did not record Merlin properly. I don't understand why it didn't work. Am very sad ,recorder did not record merlin properly. i dont understand why it didnt work. am very sad,-0.5256,Negative,-0.325,0.55,Negative
Negative,1677976901,Sat May 02 04:57:12 PDT 2009,NO_QUERY,NikFreeman,I don't think breaking these shoes in today was a good idea... ,i dont think breaking these shoes in today was a good idea...,0.4404,Positive,0.7,0.6000000000000001,Positive
Positive,2187988391,Mon Jun 15 21:07:06 PDT 2009,NO_QUERY,oldskool90,@renasongs:  lol true. And no prob ,lol true. and no prob,0.5267,Positive,0.575,0.675,Positive
Negative,2189997775,Tue Jun 16 01:28:46 PDT 2009,NO_QUERY,audreyo75,on the couch not well ,on the couch not well,-0.2057,Negative,0.0,0.0,Neutral
Negative,2243904441,Fri Jun 19 14:03:01 PDT 2009,NO_QUERY,BAYge_Gurl,@RobKardashian Wine nite with the girls!!! ,wine nite with the girls!!!,0.0,Neutral,0.0,0.0,Neutral
Positive,1677262811,Sat May 02 01:11:51 PDT 2009,NO_QUERY,angel4sarahm,"@inevergrewup Oh, my bad. No, I was not being sarcastic when i said that about being upbeat. Your site is neato!  Have a great day.","oh, my bad. no, i was not being sarcastic when i said that about being upbeat. your site is neato! have a great day.",0.1109,Positive,0.07500000000000007,0.7388888888888889,Positive
Positive,1967134099,Fri May 29 19:02:05 PDT 2009,NO_QUERY,kristianc,@jonnyrockunit pretty epic crew as well ,pretty epic crew as well,0.6486,Positive,0.175,0.7,Positive
Negative,1881400327,Fri May 22 04:33:10 PDT 2009,NO_QUERY,shefaly,"@gsik Arre I ate one, and it was rubbish. Mangoes are my soul. I will do anything (legal) for them. Right now, very sad. ","arre i ate one, and it was rubbish. mangoes are my soul. i will do anything legal for them. right now, very sad.",-0.4391,Negative,-0.05476190476190477,0.5785714285714286,Negative
Positive,2065853284,Sun Jun 07 09:25:11 PDT 2009,NO_QUERY,empoweredandfit,"@NutriNerd Yes, Can't wait to talk! I sent you a DM too. Check it out. ","yes, cant wait to talk! i sent you a dm too. check it out.",0.4574,Positive,0.0,0.0,Neutral
Negative,1982976791,Sun May 31 12:16:02 PDT 2009,NO_QUERY,conorkilmartin,Great aul day in Carlow  Exams on Wednesday ,great aul day in carlow exams on wednesday,0.6249,Positive,0.8,0.75,Positive
Positive,2048071111,Fri Jun 05 14:37:04 PDT 2009,NO_QUERY,keza34,"@Dojie blonde,posh with a beard.lol not my cup of tea but floats your bros boat.lol ","blonde,posh with a beard.lol not my cup of tea but floats your bros boat.lol",0.0,Neutral,0.0,0.0,Neutral
Negative,1572862802,Mon Apr 20 22:49:38 PDT 2009,NO_QUERY,sarahmanader,"Huh, my TweetDeck seems to be missing some of my friends' tweets ","huh, my tweetdeck seems to be missing some of my friends tweets",0.2263,Positive,-0.2,0.05,Negative
Negative,2284407123,Mon Jun 22 13:50:50 PDT 2009,NO_QUERY,knuckleduster13,"@tanyalees yes, twittering with beautiful women would be a nice way to spend my day but unfortunately it doesn't paynthe bills. ","yes, twittering with beautiful women would be a nice way to spend my day but unfortunately it doesnt paynthe bills.",0.2732,Positive,0.31666666666666665,1.0,Positive
Positive,2063347743,Sun Jun 07 02:17:43 PDT 2009,NO_QUERY,cianodriscoll,@mirroredlight Is that a profile picture I see? An official welcome to Twitter is deserved !  hope exams are going well.,is that a profile picture i see? an official welcome to twitter is deserved ! hope exams are going well.,0.807,Positive,1.0,0.9,Positive
Positive,1997273929,Mon Jun 01 16:33:38 PDT 2009,NO_QUERY,hollyjophoto,business emails and phone calls  http://tumblr.com/xac1xcl07,business emails and phone calls,0.0,Neutral,0.0,0.0,Neutral
Negative,1996162327,Mon Jun 01 14:38:00 PDT 2009,NO_QUERY,lcngham,@JarrettMurgolo honey... its the internet.  they do that.,honey... its the internet. they do that.,0.0,Neutral,0.0,0.0,Neutral
Negative,1978961684,Sun May 31 01:05:30 PDT 2009,NO_QUERY,zuppalizzle,"damn you abc, why must you play Dr Who on a Sunday while Im at work  hoping I finish at 730...","damn you abc, why must you play dr who on a sunday while im at work hoping i finish at 730...",0.3612,Positive,0.0,0.0,Neutral
Negative,2047867666,Fri Jun 05 14:18:07 PDT 2009,NO_QUERY,tenalk,"7 Dresses down, and ready to start my daughters wedding dress, I was gonna start today but had to be tortured at the dentist ","7 dresses down, and ready to start my daughters wedding dress, i was gonna start today but had to be tortured at the dentist",-0.631,Negative,0.022222222222222227,0.3944444444444445,Neutral
Positive,1556218870,Sat Apr 18 22:02:28 PDT 2009,NO_QUERY,Janaration,I think of things I want in life - I manifest. ,i think of things i want in life i manifest.,0.0772,Positive,0.0,0.0,Neutral
Negative,2242812649,Fri Jun 19 12:39:47 PDT 2009,NO_QUERY,yesterdaysprize,I'm hoping to go to Myrtle Beach!! I haven't been since high school! ,im hoping to go to myrtle beach!! i havent been since high school!,0.5684,Positive,0.2,0.54,Positive
Positive,1557137855,Sun Apr 19 02:13:42 PDT 2009,NO_QUERY,travytravytravy,im really happy... ,im really happy...,0.0,Neutral,0.8,1.0,Positive
Positive,1677153277,Sat May 02 00:41:31 PDT 2009,NO_QUERY,susanbeebe,Nice view of Long Island sound from my hotel room... With nice balcony and Adirondack chairs!  [pic] http://ff.im/2wde4,nice view of long island sound from my hotel room... with nice balcony and adirondack chairs! pic,0.7088,Positive,0.425,0.7,Positive
Negative,1550817870,Sat Apr 18 07:21:06 PDT 2009,NO_QUERY,ariastosscobble,Mangerial accounting  ...,mangerial accounting ...,0.0,Neutral,0.0,0.0,Neutral
Positive,1963908440,Fri May 29 13:26:00 PDT 2009,NO_QUERY,ChanaDorris,You know how I'm into gags? Found this.  #nsfw  http://tinyurl.com/ooygu9,you know how im into gags? found this. nsfw,0.0,Neutral,0.0,0.0,Neutral
Negative,2207497356,Wed Jun 17 08:00:52 PDT 2009,NO_QUERY,shimmershone,"@chuggalove BLACKBERRY OR IPHONE?  i wanna stay true to apple, but i'd rather not get a touch screen phone.","blackberry or iphone? i wanna stay true to apple, but id rather not get a touch screen phone.",0.2263,Positive,0.35,0.65,Positive
Negative,2194123882,Tue Jun 16 09:22:33 PDT 2009,NO_QUERY,mapholder,sick today  thank god for theraflu.,sick today thank god for theraflu.,0.0772,Positive,-0.7142857142857143,0.8571428571428571,Negative
Positive,1793246803,Thu May 14 01:57:03 PDT 2009,NO_QUERY,safryna,getting ready to go home ,getting ready to go home,0.3612,Positive,0.2,0.5,Positive
Positive,1836339547,Mon May 18 07:49:15 PDT 2009,NO_QUERY,shortjewish,@koshereye they are in Canada anyway ,they are in canada anyway,0.0,Neutral,0.0,0.0,Neutral
Positive,2062434757,Sat Jun 06 23:13:22 PDT 2009,NO_QUERY,angelskye14,'What I like about you' A classic show ,what i like about you a classic show,0.3612,Positive,0.16666666666666666,0.16666666666666666,Positive
Positive,2175748174,Mon Jun 15 01:53:03 PDT 2009,NO_QUERY,Coughe,Goodnight  don't be afraid to say it back,goodnight dont be afraid to say it back,0.0,Neutral,-0.3,0.45,Negative
Negative,2220814078,Thu Jun 18 04:02:27 PDT 2009,NO_QUERY,amadei,Dreamt last night Mommy told me that Daddy wasn't my daddy; why are my nightmares more disturbing than scary? ,dreamt last night mommy told me that daddy wasnt my daddy why are my nightmares more disturbing than scary?,-0.7939,Negative,-0.125,0.5916666666666667,Negative
Negative,1989545067,Mon Jun 01 01:56:31 PDT 2009,NO_QUERY,davidyhlee,a vanity search for davidyhlee at oneriot.com brings up no results ,a vanity search for davidyhlee at oneriot.com brings up no results,-0.4767,Negative,0.0,0.0,Neutral
Positive,1469899977,Tue Apr 07 07:45:08 PDT 2009,NO_QUERY,paryshnikov,"@JFLG then you, sir, are in for a world of fun ","then you, sir, are in for a world of fun",0.5106,Positive,0.3,0.2,Positive
Positive,2067143151,Sun Jun 07 11:49:32 PDT 2009,NO_QUERY,NatalieBabess_x,"@valberg1 =D No Problem, they'll miss you really, they just dont wanna admit it ","d no problem, theyll miss you really, they just dont wanna admit it",-0.7263,Negative,0.2,0.2,Positive
Negative,2228478849,Thu Jun 18 14:29:31 PDT 2009,NO_QUERY,shaylyndanae,My doggy's home but not better. She has 4 medicines and can only eat chicken and rice.  I still don't understand what they said was w ...,my doggys home but not better. she has 4 medicines and can only eat chicken and rice. i still dont understand what they said was w ...,-0.4782,Negative,-0.2833333333333333,0.8166666666666668,Negative
Negative,1468296363,Tue Apr 07 00:48:49 PDT 2009,NO_QUERY,Josephus,@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you ,this is why you need to not be over in the old world. i misses hanging out and being awkward with you,-0.3612,Negative,-0.25,0.6,Negative
Negative,2326159814,Thu Jun 25 06:38:25 PDT 2009,NO_QUERY,TmiY,"can't add my #Facebook account within #Tweetdeck, the button doesn't work and nothing pops up when adding the Facebook column ","cant add my facebook account within tweetdeck, the button doesnt work and nothing pops up when adding the facebook column",0.0,Neutral,0.0,0.0,Neutral
Positive,2015350696,Wed Jun 03 04:25:43 PDT 2009,NO_QUERY,geekbtch,@moonfrye the betts-green institute for awesomeness  (or awesome kids)...,the bettsgreen institute for awesomeness or awesome kids...,0.6249,Positive,1.0,1.0,Positive
Positive,1830581813,Sun May 17 17:08:47 PDT 2009,NO_QUERY,MissDebora,@ScuBVuitton thanks 4 clarifying that LOL ,thanks 4 clarifying that lol,0.6908,Positive,0.5,0.44999999999999996,Positive
